,0,1,2,3,4,5
1586,28644,8239,Azure Storage Array,Chicago Warehouse,174,2025-10-11 18:00:00
1587,23566,2346,Microsoft HoloLens 2,NYC Warehouse,295,2025-05-24 23:00:00
1588,29693,7828,Azure GPU Node,San Francisco Data Center,358,2025-10-18 14:00:00
1589,28830,1981,Surface Duo 2,Chicago Warehouse,400,2025-05-18 22:00:00
1590,24367,9625,Xbox Series X Console,Houston Warehouse,105,2025-06-04 19:00:00
1591,20744,6303,Data Center Cooling Unit,NYC Warehouse,48,2025-06-30 15:00:00
1592,20454,2016,Xbox Elite Controller,Chicago Warehouse,415,2025-08-09 07:00:00
1593,25611,4747,Surface Laptop 5,Chicago Warehouse,88,2025-06-08 10:00:00
1594,29605,9266,Microsoft HoloLens 2,Houston Warehouse,32,2025-08-06 05:00:00
1595,26871,4509,Surface Headphones 2,Dallas Data Center,413,2025-09-08 23:00:00
1596,20470,3986,Surface Laptop 5,Chicago Warehouse,364,2025-11-22 07:00:00
1597,25305,5070,Surface Pen,Dallas Data Center,69,2025-06-20 00:00:00
1598,22349,4726,Xbox Wireless Controller,NYC Warehouse,1,2025-09-09 16:00:00
1599,23756,4034,Microsoft Modern Webcam,Houston Warehouse,26,2025-09-02 20:00:00
1600,25416,2783,Azure Network Switch,Atlanta Distribution Hub,386,2025-08-25 02:00:00
1601,21342,1679,Surface Go 3,Dallas Data Center,16,2025-05-16 23:00:00
1602,20506,2680,Surface Docking Station,Dallas Data Center,399,2025-08-23 02:00:00
1603,26876,2756,Microsoft Modern Webcam,Dallas Data Center,213,2025-11-10 11:00:00
1604,20852,3905,Xbox Series X Console,Chicago Warehouse,459,2025-11-15 08:00:00
1605,27234,8843,Azure Storage Array,San Francisco Data Center,141,2025-11-19 05:00:00
1606,29785,6669,Surface Laptop 5,Atlanta Distribution Hub,173,2025-11-10 00:00:00
1607,23431,1641,Data Center Cooling Unit,Atlanta Distribution Hub,130,2025-11-23 08:00:00
1608,27690,6829,Surface Laptop 5,Seattle Warehouse,58,2025-09-08 04:00:00
1609,24017,6832,Azure Network Switch,Atlanta Distribution Hub,50,2025-10-04 18:00:00
1610,25360,9940,Azure Firewall Appliance,Houston Warehouse,411,2025-07-18 11:00:00
1611,23352,9717,Azure Firewall Appliance,NYC Warehouse,399,2025-09-19 18:00:00
1612,29182,7157,Surface Go 3,Houston Warehouse,44,2025-06-11 02:00:00
1613,27080,4749,Xbox Series X Console,Houston Warehouse,433,2025-09-30 09:00:00
1614,25958,2156,Xbox Wireless Controller,San Francisco Data Center,122,2025-09-20 11:00:00
1615,29495,5090,Surface Pen,Atlanta Distribution Hub,311,2025-05-03 14:00:00
1616,20835,8624,Surface Laptop 5,Chicago Warehouse,472,2025-05-24 09:00:00
1617,25029,4032,Surface Go 3,Chicago Warehouse,455,2025-05-08 12:00:00
1618,28935,7737,Azure Firewall Appliance,Dallas Data Center,427,2025-11-14 07:00:00
1619,29117,2948,Surface Docking Station,Seattle Warehouse,489,2025-05-26 05:00:00
1620,20637,3927,Xbox Wireless Controller,LA Warehouse,237,2025-11-02 01:00:00
1621,29213,3602,Azure Storage Array,LA Warehouse,431,2025-08-13 04:00:00
1622,22248,7256,Data Center Cooling Unit,Dallas Data Center,191,2025-07-05 10:00:00
1623,22233,7685,Surface Go 3,Dallas Data Center,287,2025-10-14 01:00:00
1624,26434,6762,Xbox Elite Controller,Chicago Warehouse,400,2025-09-25 21:00:00
1625,21267,4814,Azure Network Switch,San Francisco Data Center,329,2025-08-22 05:00:00
1626,26966,5111,Microsoft Modern Webcam,LA Warehouse,146,2025-07-13 17:00:00
1627,27673,5183,Xbox Wireless Controller,Chicago Warehouse,165,2025-07-02 03:00:00
1628,27510,6459,Surface Duo 2,Dallas Data Center,17,2025-05-13 04:00:00
1629,22487,4765,Xbox Series X Console,Atlanta Distribution Hub,57,2025-09-24 05:00:00
1630,28165,7215,Microsoft Audio Dock,Seattle Warehouse,412,2025-09-19 02:00:00
1631,25775,3569,Xbox Wireless Controller,LA Warehouse,290,2025-05-07 14:00:00
1632,26799,7312,Azure Network Switch,Atlanta Distribution Hub,78,2025-10-09 14:00:00
1633,23692,2864,Azure Storage Array,Chicago Warehouse,227,2025-11-24 19:00:00
1634,25097,5996,Azure Storage Array,Houston Warehouse,355,2025-07-09 06:00:00
1635,21419,3876,Azure Firewall Appliance,Chicago Warehouse,354,2025-11-24 09:00:00
1636,22112,2397,Surface Pen,Atlanta Distribution Hub,326,2025-05-05 11:00:00
1637,24271,3837,Xbox Elite Controller,Chicago Warehouse,166,2025-06-23 14:00:00
1638,21597,3506,Microsoft HoloLens 2,NYC Warehouse,497,2025-09-17 16:00:00
1639,24613,9660,Surface Docking Station,Atlanta Distribution Hub,416,2025-11-01 06:00:00
1640,28827,8752,Azure Storage Array,Chicago Warehouse,453,2025-10-26 11:00:00
1641,25426,9893,Data Center Cooling Unit,Seattle Warehouse,385,2025-08-20 00:00:00
1642,20197,1003,Microsoft HoloLens 2,NYC Warehouse,20,2025-09-27 05:00:00
1643,22001,6083,Microsoft Modern Webcam,San Francisco Data Center,275,2025-09-18 21:00:00
1644,21711,7014,Surface Go 3,LA Warehouse,15,2025-10-18 02:00:00
1645,27252,1684,Xbox Series S Console,Seattle Warehouse,454,2025-05-06 17:00:00
1646,28437,4638,Surface Laptop 5,San Francisco Data Center,103,2025-06-23 20:00:00
1647,20706,9705,Microsoft Modern Webcam,Dallas Data Center,497,2025-09-03 01:00:00
1648,25268,6650,Surface Go 3,LA Warehouse,155,2025-09-08 16:00:00
1649,21987,5069,Surface Pen,San Francisco Data Center,430,2025-09-28 14:00:00
1650,24031,6383,Surface Docking Station,NYC Warehouse,351,2025-07-24 13:00:00
1651,26643,5569,Microsoft Modern Webcam,LA Warehouse,91,2025-11-11 06:00:00
1652,22204,4889,Azure Firewall Appliance,NYC Warehouse,122,2025-05-24 23:00:00
1653,23182,6654,Azure Rack Server,Seattle Warehouse,92,2025-06-29 12:00:00
1654,23604,1125,Azure Network Switch,Atlanta Distribution Hub,175,2025-05-30 13:00:00
1655,28932,1784,Azure Firewall Appliance,Dallas Data Center,194,2025-06-12 19:00:00
1656,27416,2488,Azure GPU Node,Atlanta Distribution Hub,139,2025-09-30 08:00:00
1657,21817,2603,Surface Pen,San Francisco Data Center,158,2025-06-12 06:00:00
1658,28791,6545,Surface Duo 2,LA Warehouse,6,2025-09-24 06:00:00
1659,20880,9368,Azure Network Switch,Chicago Warehouse,225,2025-05-17 03:00:00
1660,28879,7127,Surface Duo 2,Chicago Warehouse,167,2025-10-01 21:00:00
1661,24254,1501,Microsoft HoloLens 2,San Francisco Data Center,51,2025-09-10 23:00:00
1662,20316,1880,Azure Firewall Appliance,Seattle Warehouse,21,2025-08-25 14:00:00
1663,22582,9873,Surface Pen,Seattle Warehouse,18,2025-09-12 09:00:00
1664,24116,1304,Azure Storage Array,Chicago Warehouse,96,2025-10-20 23:00:00
1665,26574,8751,Xbox Wireless Controller,Dallas Data Center,466,2025-05-12 19:00:00
1666,22437,1578,Surface Pro 9,Dallas Data Center,370,2025-09-16 04:00:00
1667,28148,6507,Surface Headphones 2,Dallas Data Center,95,2025-06-26 09:00:00
1668,26046,4785,Xbox Series X Console,Seattle Warehouse,236,2025-08-28 17:00:00
1669,27042,6805,Microsoft HoloLens 2,Houston Warehouse,108,2025-10-30 00:00:00
1670,28470,4287,Surface Duo 2,Chicago Warehouse,394,2025-11-17 11:00:00
1671,27378,7385,Surface Pro 9,Seattle Warehouse,108,2025-05-04 12:00:00
1672,25918,5837,Xbox Wireless Controller,NYC Warehouse,181,2025-08-07 07:00:00
1673,28561,2138,Surface Pro 9,Atlanta Distribution Hub,496,2025-08-10 16:00:00
1674,25481,6099,Microsoft HoloLens 2,LA Warehouse,380,2025-09-17 14:00:00
1675,21648,2612,Microsoft Audio Dock,LA Warehouse,234,2025-06-04 09:00:00
1676,29997,7380,Xbox Series S Console,Atlanta Distribution Hub,158,2025-10-29 22:00:00
1677,21500,6145,Microsoft HoloLens 2,Chicago Warehouse,354,2025-08-15 09:00:00
1678,22101,6732,Surface Pen,Houston Warehouse,409,2025-08-07 02:00:00
1679,26513,6566,Microsoft Modern Webcam,Chicago Warehouse,109,2025-09-07 21:00:00
1680,26549,7067,Azure Rack Server,Houston Warehouse,347,2025-06-25 15:00:00
1681,20001,1240,Surface Laptop 5,Dallas Data Center,4,2025-05-30 12:00:00
1682,29020,1369,Surface Go 3,Seattle Warehouse,285,2025-11-13 11:00:00
1683,21503,3139,Microsoft HoloLens 2,Houston Warehouse,207,2025-09-05 04:00:00
1684,28050,8010,Surface Docking Station,LA Warehouse,386,2025-09-19 04:00:00
1685,28423,2594,Surface Docking Station,Houston Warehouse,171,2025-11-05 17:00:00
1686,21129,5313,Azure Firewall Appliance,Atlanta Distribution Hub,487,2025-10-21 11:00:00
1687,26911,8220,Xbox Series S Console,Houston Warehouse,383,2025-08-10 02:00:00
1688,21291,3053,Microsoft Audio Dock,NYC Warehouse,426,2025-08-04 20:00:00
1689,28887,2144,Xbox Wireless Controller,San Francisco Data Center,196,2025-05-03 02:00:00
1690,20382,5816,Xbox Series S Console,San Francisco Data Center,145,2025-09-08 14:00:00
1691,28489,6910,Xbox Elite Controller,LA Warehouse,254,2025-09-24 08:00:00
1692,25440,8593,Xbox Elite Controller,LA Warehouse,249,2025-08-21 21:00:00
1693,21664,3660,Surface Headphones 2,San Francisco Data Center,345,2025-08-24 07:00:00
1694,22138,3405,Surface Laptop 5,Dallas Data Center,100,2025-08-31 00:00:00
1695,29054,9367,Surface Pen,Dallas Data Center,324,2025-06-29 20:00:00
1696,25973,8241,Microsoft Audio Dock,Seattle Warehouse,73,2025-10-10 07:00:00
1697,26619,3211,Surface Docking Station,Dallas Data Center,246,2025-06-16 06:00:00
1698,26979,7122,Microsoft Audio Dock,NYC Warehouse,471,2025-07-20 14:00:00
1699,24648,9028,Surface Laptop 5,Atlanta Distribution Hub,473,2025-09-01 23:00:00
1700,24211,2783,Azure Rack Server,Atlanta Distribution Hub,238,2025-09-23 06:00:00
1701,24069,1984,Surface Docking Station,Houston Warehouse,188,2025-07-25 14:00:00
1702,23553,7133,Azure Storage Array,Atlanta Distribution Hub,338,2025-07-16 12:00:00
1703,23604,5825,Azure Storage Array,Dallas Data Center,478,2025-06-14 15:00:00
1704,25820,3308,Microsoft Audio Dock,Seattle Warehouse,454,2025-10-13 16:00:00
1705,24381,1756,Surface Pen,LA Warehouse,327,2025-06-16 07:00:00
1706,26563,9102,Surface Go 3,Houston Warehouse,168,2025-08-19 11:00:00
1707,29676,2075,Xbox Series S Console,NYC Warehouse,154,2025-08-26 10:00:00
1708,20954,1937,Azure GPU Node,Chicago Warehouse,113,2025-07-17 13:00:00
1709,26004,5674,Surface Pen,LA Warehouse,46,2025-06-30 16:00:00
1710,26142,7356,Surface Laptop 5,San Francisco Data Center,459,2025-07-03 19:00:00
1711,25437,3410,Microsoft Modern Webcam,Atlanta Distribution Hub,203,2025-10-24 01:00:00
1712,29592,4104,Surface Laptop 5,NYC Warehouse,397,2025-10-16 15:00:00
1713,29983,1378,Xbox Wireless Controller,Seattle Warehouse,40,2025-10-26 15:00:00
1714,26713,6975,Surface Go 3,Seattle Warehouse,359,2025-05-08 03:00:00
1715,28709,1098,Xbox Series S Console,San Francisco Data Center,294,2025-08-07 20:00:00
1716,29346,5973,Azure Network Switch,Seattle Warehouse,89,2025-06-01 09:00:00
1717,24356,2915,Microsoft Modern Webcam,San Francisco Data Center,229,2025-06-07 01:00:00
1718,22045,6571,Xbox Series S Console,NYC Warehouse,274,2025-07-13 07:00:00
1719,27002,1980,Microsoft Audio Dock,Houston Warehouse,320,2025-09-27 06:00:00
1720,26119,5545,Microsoft HoloLens 2,Houston Warehouse,225,2025-05-24 15:00:00
1721,22718,4542,Azure Storage Array,Atlanta Distribution Hub,413,2025-09-11 12:00:00
1722,28413,4631,Xbox Elite Controller,Dallas Data Center,465,2025-08-13 01:00:00
1723,22495,3732,Azure Storage Array,LA Warehouse,344,2025-10-01 04:00:00
1724,24257,7090,Xbox Series S Console,NYC Warehouse,300,2025-05-29 04:00:00
1725,24983,4758,Xbox Wireless Controller,Dallas Data Center,286,2025-06-27 20:00:00
1726,23833,8237,Microsoft Audio Dock,Dallas Data Center,233,2025-08-14 00:00:00
1727,28265,3923,Surface Headphones 2,Atlanta Distribution Hub,342,2025-07-01 05:00:00
1728,24512,8451,Surface Go 3,Atlanta Distribution Hub,487,2025-05-31 19:00:00
1729,21610,7048,Azure GPU Node,Dallas Data Center,55,2025-08-09 06:00:00
1730,29531,9500,Azure GPU Node,Houston Warehouse,49,2025-06-25 19:00:00
1731,28502,9435,Azure Rack Server,Chicago Warehouse,418,2025-06-21 04:00:00
1732,29205,6473,Microsoft Modern Webcam,NYC Warehouse,248,2025-07-27 00:00:00
1733,29770,8427,Surface Go 3,Dallas Data Center,57,2025-11-17 18:00:00
1734,28743,1589,Surface Headphones 2,LA Warehouse,285,2025-06-22 02:00:00
1735,21676,1509,Azure Storage Array,Dallas Data Center,312,2025-08-07 09:00:00
1736,22233,7862,Azure Firewall Appliance,Seattle Warehouse,304,2025-05-24 01:00:00
1737,22122,6084,Surface Go 3,Dallas Data Center,306,2025-05-25 06:00:00
1738,23386,5829,Microsoft Modern Webcam,LA Warehouse,327,2025-07-30 13:00:00
1739,28751,9761,Xbox Elite Controller,Atlanta Distribution Hub,357,2025-11-24 23:00:00
1740,26354,3394,Data Center Cooling Unit,NYC Warehouse,205,2025-11-01 05:00:00
1741,25330,6317,Data Center Cooling Unit,Seattle Warehouse,333,2025-10-01 00:00:00
1742,28533,7172,Xbox Series S Console,Houston Warehouse,378,2025-09-11 10:00:00
1743,26769,6197,Azure Firewall Appliance,San Francisco Data Center,147,2025-11-02 06:00:00
1744,25231,9038,Xbox Wireless Controller,Atlanta Distribution Hub,364,2025-06-30 05:00:00
1745,29991,2819,Azure GPU Node,Dallas Data Center,200,2025-09-19 07:00:00
1746,29847,5765,Surface Pen,Dallas Data Center,191,2025-07-30 02:00:00
1747,27164,1335,Azure Network Switch,NYC Warehouse,306,2025-08-29 03:00:00
1748,22966,7658,Surface Pro 9,Houston Warehouse,336,2025-07-17 03:00:00
1749,23040,5368,Xbox Wireless Controller,Chicago Warehouse,355,2025-07-12 20:00:00
1750,21734,7136,Surface Go 3,Dallas Data Center,312,2025-08-08 11:00:00
1751,25707,9180,Microsoft Modern Webcam,Chicago Warehouse,493,2025-08-18 00:00:00
1752,26991,7373,Azure Storage Array,Dallas Data Center,143,2025-05-31 17:00:00
1753,22092,9296,Xbox Series X Console,San Francisco Data Center,395,2025-10-19 22:00:00
1754,26913,7423,Data Center Cooling Unit,Atlanta Distribution Hub,159,2025-05-30 01:00:00
1755,20524,1194,Surface Pen,Chicago Warehouse,129,2025-09-13 00:00:00
1756,21615,8369,Microsoft Audio Dock,LA Warehouse,423,2025-11-01 00:00:00
1757,23236,2515,Surface Duo 2,NYC Warehouse,168,2025-05-26 03:00:00
1758,24956,9224,Azure Network Switch,LA Warehouse,227,2025-10-14 07:00:00
1759,22718,8725,Surface Headphones 2,Chicago Warehouse,113,2025-08-03 23:00:00
1760,22883,2980,Azure Storage Array,Seattle Warehouse,489,2025-09-21 12:00:00
1761,29926,3886,Surface Laptop 5,San Francisco Data Center,195,2025-08-31 14:00:00
1762,21787,3112,Xbox Wireless Controller,Houston Warehouse,49,2025-08-03 21:00:00
1763,27722,3891,Microsoft Audio Dock,LA Warehouse,405,2025-05-28 14:00:00
1764,21584,1556,Microsoft Audio Dock,Atlanta Distribution Hub,51,2025-07-18 22:00:00
1765,22132,8362,Data Center Cooling Unit,Seattle Warehouse,62,2025-05-27 00:00:00
1766,21167,6329,Surface Headphones 2,Chicago Warehouse,416,2025-05-27 04:00:00
1767,24747,8604,Data Center Cooling Unit,Houston Warehouse,130,2025-08-07 16:00:00
1768,24448,5203,Microsoft Modern Webcam,Chicago Warehouse,453,2025-07-31 12:00:00
1769,27291,3605,Surface Duo 2,San Francisco Data Center,473,2025-11-17 20:00:00
1770,21039,7328,Xbox Series S Console,Chicago Warehouse,380,2025-10-06 23:00:00
1771,21268,1410,Surface Go 3,Chicago Warehouse,56,2025-05-11 05:00:00
1772,29896,1533,Surface Go 3,Dallas Data Center,66,2025-11-24 07:00:00
1773,20280,6039,Microsoft HoloLens 2,Dallas Data Center,173,2025-05-19 18:00:00
1774,23878,7543,Azure GPU Node,Dallas Data Center,266,2025-09-05 11:00:00
1775,21783,4696,Azure Network Switch,San Francisco Data Center,110,2025-05-04 18:00:00
1776,21638,2003,Surface Duo 2,LA Warehouse,476,2025-11-11 16:00:00
1777,23411,9050,Xbox Series X Console,Houston Warehouse,294,2025-06-27 10:00:00
1778,21107,9251,Surface Laptop 5,Atlanta Distribution Hub,62,2025-10-01 07:00:00
1779,23746,3325,Xbox Series S Console,Atlanta Distribution Hub,250,2025-08-23 09:00:00
1780,23385,8373,Surface Headphones 2,NYC Warehouse,427,2025-07-10 18:00:00
1781,25839,1131,Surface Headphones 2,San Francisco Data Center,297,2025-09-09 20:00:00
1782,24570,9722,Azure Firewall Appliance,Dallas Data Center,413,2025-10-03 12:00:00
1783,20621,2770,Surface Pro 9,NYC Warehouse,351,2025-05-21 12:00:00
1784,27476,1422,Surface Headphones 2,Atlanta Distribution Hub,203,2025-05-09 16:00:00
1785,25297,3824,Azure GPU Node,NYC Warehouse,172,2025-05-24 03:00:00
1786,29603,5420,Surface Duo 2,Atlanta Distribution Hub,467,2025-05-15 03:00:00
1787,23916,5772,Azure Rack Server,Dallas Data Center,66,2025-11-02 18:00:00
1788,28802,3125,Xbox Wireless Controller,Atlanta Distribution Hub,124,2025-11-13 07:00:00
1789,20816,3680,Surface Pro 9,Houston Warehouse,111,2025-07-09 00:00:00
1790,29181,7713,Surface Docking Station,Seattle Warehouse,85,2025-08-27 18:00:00
1791,27312,3907,Xbox Series X Console,NYC Warehouse,431,2025-07-05 11:00:00
1792,24890,7915,Surface Go 3,NYC Warehouse,98,2025-05-09 12:00:00
1793,25074,2414,Azure Firewall Appliance,Houston Warehouse,419,2025-05-27 13:00:00
1794,23098,5462,Surface Go 3,Dallas Data Center,247,2025-08-16 21:00:00
1795,20164,4222,Microsoft Audio Dock,Atlanta Distribution Hub,478,2025-10-13 01:00:00
1796,22944,4253,Surface Laptop 5,Houston Warehouse,413,2025-09-28 12:00:00
1797,26414,2909,Xbox Wireless Controller,Seattle Warehouse,377,2025-10-14 13:00:00
1798,28276,3049,Xbox Wireless Controller,Houston Warehouse,110,2025-07-14 02:00:00
1799,24887,2296,Surface Pen,NYC Warehouse,27,2025-05-17 18:00:00
1800,23744,3983,Azure Firewall Appliance,Seattle Warehouse,265,2025-05-08 05:00:00
1801,27577,4780,Azure GPU Node,San Francisco Data Center,37,2025-10-05 19:00:00
1802,26564,9831,Microsoft HoloLens 2,San Francisco Data Center,64,2025-06-05 08:00:00
1803,28020,8271,Azure Firewall Appliance,Atlanta Distribution Hub,386,2025-11-15 05:00:00
1804,20965,3603,Microsoft HoloLens 2,NYC Warehouse,412,2025-10-13 03:00:00
1805,25488,9640,Azure Rack Server,Dallas Data Center,20,2025-08-26 01:00:00
1806,29530,9433,Azure Rack Server,Dallas Data Center,425,2025-06-08 03:00:00
1807,22456,7050,Surface Pen,Dallas Data Center,26,2025-11-01 12:00:00
1808,25785,9462,Data Center Cooling Unit,Chicago Warehouse,285,2025-08-28 21:00:00
1809,23386,5094,Microsoft Audio Dock,Atlanta Distribution Hub,280,2025-06-10 04:00:00
1810,26768,9323,Xbox Wireless Controller,Atlanta Distribution Hub,490,2025-06-23 03:00:00
1811,29134,5370,Xbox Series X Console,Atlanta Distribution Hub,310,2025-05-02 05:00:00
1812,21720,9974,Surface Pro 9,Dallas Data Center,443,2025-07-02 01:00:00
1813,28068,4930,Xbox Series X Console,LA Warehouse,76,2025-05-29 21:00:00
1814,24183,8246,Azure Network Switch,Houston Warehouse,294,2025-10-17 23:00:00
1815,21426,8743,Surface Docking Station,Atlanta Distribution Hub,471,2025-07-29 19:00:00
1816,23311,6397,Surface Go 3,Seattle Warehouse,476,2025-06-10 13:00:00
1817,29666,7230,Surface Go 3,Chicago Warehouse,478,2025-10-30 12:00:00
1818,26442,3834,Microsoft Audio Dock,LA Warehouse,102,2025-09-12 10:00:00
1819,27877,1514,Xbox Series X Console,San Francisco Data Center,35,2025-07-18 23:00:00
1820,27190,9561,Azure Network Switch,Houston Warehouse,68,2025-06-08 04:00:00
1821,25206,8351,Surface Headphones 2,San Francisco Data Center,54,2025-05-23 04:00:00
1822,20405,1725,Azure Storage Array,Chicago Warehouse,0,2025-09-23 06:00:00
1823,25559,1011,Surface Laptop 5,Dallas Data Center,236,2025-07-04 10:00:00
1824,24132,5038,Azure Firewall Appliance,Atlanta Distribution Hub,498,2025-11-14 12:00:00
1825,27499,6511,Azure Network Switch,Seattle Warehouse,114,2025-06-22 05:00:00
1826,27900,5654,Azure Firewall Appliance,Atlanta Distribution Hub,198,2025-07-31 15:00:00
1827,23909,6452,Surface Go 3,Dallas Data Center,92,2025-11-23 11:00:00
1828,20200,2872,Microsoft Modern Webcam,LA Warehouse,469,2025-05-06 04:00:00
1829,23703,7163,Data Center Cooling Unit,San Francisco Data Center,318,2025-08-07 10:00:00
1830,24564,6777,Surface Pro 9,NYC Warehouse,160,2025-06-06 07:00:00
1831,26824,1371,Azure Storage Array,Seattle Warehouse,139,2025-07-30 11:00:00
1832,26194,9379,Surface Headphones 2,Chicago Warehouse,251,2025-06-02 21:00:00
1833,26371,4981,Microsoft Modern Webcam,Dallas Data Center,328,2025-09-18 16:00:00
1834,20391,4280,Xbox Wireless Controller,Atlanta Distribution Hub,181,2025-07-03 17:00:00
1835,26974,3207,Surface Headphones 2,NYC Warehouse,285,2025-05-15 23:00:00
1836,21133,9451,Data Center Cooling Unit,NYC Warehouse,224,2025-10-20 01:00:00
1837,25969,7271,Microsoft Modern Webcam,Atlanta Distribution Hub,329,2025-07-14 11:00:00
1838,20191,9986,Azure Rack Server,Atlanta Distribution Hub,249,2025-06-13 04:00:00
1839,23584,2563,Azure Storage Array,Atlanta Distribution Hub,421,2025-08-05 01:00:00
1840,26403,9101,Microsoft Modern Webcam,Dallas Data Center,252,2025-08-31 10:00:00
1841,21177,5463,Xbox Series X Console,Seattle Warehouse,284,2025-07-11 23:00:00
1842,24025,6677,Xbox Elite Controller,Chicago Warehouse,127,2025-05-22 03:00:00
1843,25340,8618,Surface Duo 2,Chicago Warehouse,312,2025-05-30 04:00:00
1844,20907,4801,Azure Network Switch,LA Warehouse,466,2025-08-23 03:00:00
1845,23642,5264,Microsoft HoloLens 2,San Francisco Data Center,352,2025-06-10 17:00:00
1846,27551,2764,Azure Storage Array,Chicago Warehouse,129,2025-07-05 12:00:00
1847,26786,9362,Azure Firewall Appliance,Chicago Warehouse,250,2025-08-20 06:00:00
1848,21714,5239,Surface Headphones 2,Seattle Warehouse,314,2025-08-21 05:00:00
1849,25816,7026,Surface Docking Station,Seattle Warehouse,10,2025-09-05 00:00:00
1850,26414,5432,Microsoft Modern Webcam,Dallas Data Center,477,2025-10-03 08:00:00
1851,23731,6519,Azure Firewall Appliance,San Francisco Data Center,343,2025-11-20 12:00:00
1852,29791,6514,Xbox Series S Console,Seattle Warehouse,39,2025-08-23 01:00:00
1853,21762,1078,Surface Duo 2,Atlanta Distribution Hub,37,2025-10-11 23:00:00
1854,23863,1357,Azure Firewall Appliance,LA Warehouse,180,2025-11-25 16:00:00
1855,26342,4144,Xbox Wireless Controller,NYC Warehouse,294,2025-10-15 22:00:00
1856,25264,4802,Surface Pro 9,San Francisco Data Center,373,2025-07-23 10:00:00
1857,20212,2069,Xbox Series S Console,Dallas Data Center,473,2025-11-06 12:00:00
1858,22298,7614,Azure Storage Array,Seattle Warehouse,368,2025-05-02 20:00:00
1859,28043,8599,Surface Pen,NYC Warehouse,230,2025-06-18 09:00:00
1860,24600,3848,Surface Laptop 5,Chicago Warehouse,462,2025-06-13 12:00:00
1861,24606,7924,Xbox Series X Console,Seattle Warehouse,220,2025-05-11 22:00:00
1862,28232,8850,Azure Rack Server,Seattle Warehouse,393,2025-07-01 07:00:00
1863,28304,1288,Data Center Cooling Unit,NYC Warehouse,112,2025-06-23 04:00:00
1864,23652,2412,Azure Network Switch,San Francisco Data Center,169,2025-08-09 13:00:00
1865,24775,9053,Surface Pro 9,Seattle Warehouse,291,2025-11-02 20:00:00
1866,20378,9880,Surface Pro 9,Dallas Data Center,254,2025-09-10 05:00:00
1867,25125,6702,Surface Laptop 5,Chicago Warehouse,452,2025-07-29 16:00:00
1868,25983,8938,Surface Go 3,Houston Warehouse,315,2025-06-14 20:00:00
1869,24968,9534,Xbox Wireless Controller,LA Warehouse,186,2025-10-14 01:00:00
1870,24306,9030,Azure Storage Array,Dallas Data Center,32,2025-07-15 23:00:00
1871,20474,2718,Azure Network Switch,Seattle Warehouse,394,2025-11-09 00:00:00
1872,25184,3935,Surface Laptop 5,NYC Warehouse,379,2025-06-17 04:00:00
1873,24465,3024,Azure Network Switch,Houston Warehouse,438,2025-11-19 19:00:00
1874,20777,3951,Azure Storage Array,Atlanta Distribution Hub,208,2025-05-07 20:00:00
1875,25317,4858,Microsoft HoloLens 2,Chicago Warehouse,10,2025-05-20 01:00:00
1876,28623,6175,Surface Laptop 5,Houston Warehouse,332,2025-10-31 05:00:00
1877,29473,3403,Data Center Cooling Unit,Atlanta Distribution Hub,333,2025-10-19 16:00:00
1878,25176,4284,Surface Go 3,NYC Warehouse,497,2025-10-13 13:00:00
1879,23019,9064,Microsoft Audio Dock,Houston Warehouse,38,2025-11-14 02:00:00
1880,25640,2392,Xbox Series X Console,San Francisco Data Center,168,2025-10-30 06:00:00
1881,24975,4911,Surface Pen,NYC Warehouse,55,2025-11-08 19:00:00
1882,21685,6802,Surface Laptop 5,Houston Warehouse,320,2025-07-09 06:00:00
1883,20826,3778,Surface Laptop 5,Atlanta Distribution Hub,183,2025-10-31 16:00:00
1884,25734,2891,Microsoft Audio Dock,Dallas Data Center,495,2025-09-26 07:00:00
1885,25884,2629,Xbox Series X Console,NYC Warehouse,456,2025-06-14 20:00:00
1886,23447,2812,Surface Pen,NYC Warehouse,62,2025-07-12 23:00:00
1887,21653,4260,Surface Pen,Houston Warehouse,104,2025-07-30 16:00:00
1888,26339,1087,Microsoft Audio Dock,Chicago Warehouse,90,2025-08-10 23:00:00
1889,28943,9440,Data Center Cooling Unit,NYC Warehouse,454,2025-08-30 16:00:00
1890,20160,5969,Data Center Cooling Unit,LA Warehouse,431,2025-11-17 07:00:00
1891,28656,5740,Microsoft Modern Webcam,Seattle Warehouse,126,2025-09-19 21:00:00
1892,23196,7216,Data Center Cooling Unit,Atlanta Distribution Hub,173,2025-09-04 11:00:00
1893,21320,6202,Data Center Cooling Unit,Houston Warehouse,320,2025-10-03 11:00:00
1894,28647,4077,Data Center Cooling Unit,San Francisco Data Center,27,2025-07-04 21:00:00
1895,25112,7503,Microsoft HoloLens 2,Houston Warehouse,96,2025-09-05 01:00:00
1896,22627,6167,Surface Pen,Dallas Data Center,376,2025-09-13 16:00:00
1897,26245,4207,Azure Firewall Appliance,Seattle Warehouse,333,2025-07-22 11:00:00
1898,25983,9795,Surface Pro 9,Chicago Warehouse,492,2025-05-13 23:00:00
1899,29479,5971,Xbox Elite Controller,Atlanta Distribution Hub,116,2025-07-01 23:00:00
1900,24819,2508,Surface Headphones 2,Seattle Warehouse,10,2025-05-04 01:00:00
1901,27674,5241,Surface Headphones 2,NYC Warehouse,348,2025-10-05 09:00:00
1902,29774,3794,Surface Pen,Atlanta Distribution Hub,491,2025-08-29 02:00:00
